CustomerKey,CustomerID,FullName,Gender,DateOfBirth,PhoneNumber,Email,Address,City,Province,Country,CustomerType,IsLoyalCustomer,JoinDate,IsActive,Version,EffectiveFrom,EffectiveTo,IsCurrent,Age
116,CUST-100116,Zoe Mcneil,Male,1959-08-24,+1-237-553-5254,johnnywells@example.com,60003 Anthony Drive Apt. 592,New Timothyborough,New York,Saint Pierre and Miquelon,Retail,False,1997-04-12,False,1,2020-01-01,2020-10-25,False,65
116,CUST-100116,Zoe Mcneil,Male,1959-08-24,+1-237-553-5254,johnnywells@example.com,60003 Anthony Drive Apt. 592,New Timothyborough,New York,Saint Pierre and Miquelon,Retail,True,2014-03-09,True,2,2020-10-26,9999-12-31,True,65
117,CUST-100117,Brandon Booth,Female,1988-10-30,+1-572-573-2544x9371,rodriguezyolanda@example.org,85924 Christopher Drive Apt. 011,Elizabethburgh,Mississippi,Guadeloupe,Retail,True,2008-03-08,False,1,2020-01-01,9999-12-31,True,36
118,CUST-100118,Rebecca Ross,Female,1971-02-26,8433883773,christopher95@example.com,44754 Nicole Pike,Perezstad,Georgia,Uruguay,Retail,False,1992-12-14,False,1,2020-01-01,9999-12-31,True,54
119,CUST-100119,Brian Schneider,Male,1997-05-18,001-254-403-8762x110,benjamin92@example.org,198 Greene Club Suite 229,North Brittany,South Carolina,Jordan,Retail,True,2019-09-19,True,1,2020-01-01,2021-03-04,False,28
119,CUST-100119,Brian Schneider,Male,1997-05-18,001-254-403-8762x110,benjamin92@example.org,198 Greene Club Suite 229,North Brittany,South Carolina,Jordan,Retail,True,2016-12-26,False,2,2021-03-05,2021-10-04,False,28
119,CUST-100119,Brian Schneider,Male,1997-05-18,001-254-403-8762x110,benjamin92@example.org,198 Greene Club Suite 229,North Brittany,South Carolina,Jordan,Retail,False,2021-08-08,True,3,2021-10-05,9999-12-31,True,28
120,CUST-100120,Justin Payne,Female,2002-07-13,001-240-958-1893,marienash@example.net,2805 Lewis Park Suite 560,North Kyle,South Dakota,Australia,Wholesale,False,2020-01-01,False,1,2020-01-01,2020-12-13,False,23
120,CUST-100120,Justin Payne,Female,2002-07-13,001-240-958-1893,marienash@example.net,2805 Lewis Park Suite 560,North Kyle,South Dakota,Australia,Wholesale,True,2020-11-08,False,2,2020-12-14,2021-08-21,False,23
120,CUST-100120,Justin Payne,Female,2002-07-13,001-240-958-1893,marienash@example.net,2805 Lewis Park Suite 560,North Kyle,South Dakota,Australia,Wholesale,False,2021-08-12,True,3,2021-08-22,9999-12-31,True,23
121,CUST-100121,Brianna Martinez,Female,1991-02-17,526.814.7750,nyork@example.org,95030 Peter Course,South Dianeport,Louisiana,Colombia,Wholesale,False,2015-04-17,False,1,2020-01-01,9999-12-31,True,34
122,CUST-100122,Ashley Curtis,Female,1960-05-27,969.952.5147,branchkimberly@example.org,700 Sandra Plaza,West Ronald,Iowa,Chile,Wholesale,False,1992-01-23,False,1,2020-01-01,9999-12-31,True,65
123,CUST-100123,Erik Russo,Female,1975-10-04,427-495-4673x066,jacob70@example.net,1775 Woodard Island,Port Devin,New York,Dominica,Wholesale,True,2001-10-05,False,1,2020-01-01,9999-12-31,True,49
124,CUST-100124,Pamela Cooke,Female,1972-04-29,853-986-9229x8183,antonio98@example.net,01152 Steven Well,North Derek,Oregon,Sudan,Retail,False,2010-01-16,False,1,2020-01-01,9999-12-31,True,53
125,CUST-100125,Beth Robbins,Female,1961-04-13,(291)638-9040x870,benjamin60@example.com,04679 Smith Divide Apt. 745,Cherylland,West Virginia,Christmas Island,Retail,False,1999-10-03,True,1,2020-01-01,9999-12-31,True,64
126,CUST-100126,Tom Haynes,Male,2006-06-17,+1-846-595-3923x188,owensjackson@example.com,8224 Randall Junctions Apt. 994,Melissaland,Illinois,Timor-Leste,Retail,True,2020-01-01,True,1,2020-01-01,9999-12-31,True,19
127,CUST-100127,Joan Thompson,Male,1968-07-13,+1-701-868-1778x91278,caitlinelliott@example.net,4518 Edwards Village Suite 962,Williamview,Texas,Bouvet Island (Bouvetoya),Wholesale,False,2018-01-31,False,1,2020-01-01,9999-12-31,True,57
128,CUST-100128,Cindy Murray,Male,1997-12-23,369.807.4111x346,andersenjason@example.com,2656 Parker Ports,Shelbyside,Texas,Bhutan,Online,True,2019-07-10,False,1,2020-01-01,2020-09-25,False,27
128,CUST-100128,Cindy Murray,Male,1997-12-23,369.807.4111x346,andersenjason@example.com,2656 Parker Ports,Shelbyside,Texas,Bhutan,Online,True,2017-10-31,True,2,2020-09-26,2021-04-18,False,27
128,CUST-100128,Cindy Murray,Male,1997-12-23,369.807.4111x346,andersenjason@example.com,2656 Parker Ports,Shelbyside,Texas,Bhutan,Online,True,2020-03-24,True,3,2021-04-19,9999-12-31,True,27
129,CUST-100129,Erik Stewart,Female,2006-04-25,977.393.3379,vsweeney@example.net,909 Harrell Manors Suite 412,Port Bobbychester,New Mexico,Syrian Arab Republic,Wholesale,False,2020-01-01,False,1,2020-01-01,2021-03-21,False,19
129,CUST-100129,Erik Stewart,Female,2006-04-25,977.393.3379,vsweeney@example.net,909 Harrell Manors Suite 412,Port Bobbychester,New Mexico,Syrian Arab Republic,Wholesale,True,2021-03-22,True,2,2021-03-22,2021-09-18,False,19
129,CUST-100129,Erik Stewart,Female,2006-04-25,977.393.3379,vsweeney@example.net,909 Harrell Manors Suite 412,Port Bobbychester,New Mexico,Syrian Arab Republic,Wholesale,False,2021-09-19,False,3,2021-09-19,9999-12-31,True,19
130,CUST-100130,Randall Morse,Male,1988-07-09,+1-757-925-3801x405,baileybonnie@example.net,979 Cruz Drive Apt. 897,East Allen,Alabama,Nigeria,Retail,False,2018-02-22,True,1,2020-01-01,2021-03-26,False,37
130,CUST-100130,Randall Morse,Male,1988-07-09,+1-757-925-3801x405,baileybonnie@example.net,979 Cruz Drive Apt. 897,East Allen,Alabama,Nigeria,Retail,True,2021-03-11,True,2,2021-03-27,2022-01-04,False,37
130,CUST-100130,Randall Morse,Male,1988-07-09,+1-757-925-3801x405,baileybonnie@example.net,979 Cruz Drive Apt. 897,East Allen,Alabama,Nigeria,Retail,True,2008-07-06,True,3,2022-01-05,9999-12-31,True,37
131,CUST-100131,Allison Nelson,Male,1963-02-07,545-326-7545x3871,kevinanderson@example.org,3173 Adkins Stravenue,Steeleborough,New York,Bhutan,Wholesale,True,2009-11-02,True,1,2020-01-01,9999-12-31,True,62
132,CUST-100132,Stephanie Francis,Male,1995-10-14,(483)884-3561x3343,qtorres@example.org,15802 Donald Club Suite 378,Lake Saraton,Iowa,Tonga,Retail,True,2014-01-22,False,1,2020-01-01,9999-12-31,True,29
133,CUST-100133,Heather Rodriguez,Female,1963-03-09,001-638-298-7055x9852,brownpamela@example.com,58061 Crawford Avenue,South Kyle,West Virginia,Guadeloupe,Wholesale,True,2009-09-28,False,1,2020-01-01,2021-02-24,False,62
133,CUST-100133,Heather Rodriguez,Female,1963-03-09,001-638-298-7055x9852,brownpamela@example.com,58061 Crawford Avenue,South Kyle,West Virginia,Guadeloupe,Wholesale,False,1995-07-09,True,2,2021-02-25,9999-12-31,True,62
134,CUST-100134,Wayne Church,Female,1977-08-31,+1-717-259-0057x952,snydertara@example.com,51219 Steven Trafficway Apt. 197,East Rickview,Colorado,Cambodia,Wholesale,True,2003-05-30,True,1,2020-01-01,2020-10-07,False,47
134,CUST-100134,Wayne Church,Female,1977-08-31,+1-717-259-0057x952,snydertara@example.com,51219 Steven Trafficway Apt. 197,East Rickview,Colorado,Cambodia,Wholesale,True,2001-09-23,True,2,2020-10-08,2021-08-29,False,47
134,CUST-100134,Wayne Church,Female,1977-08-31,+1-717-259-0057x952,snydertara@example.com,51219 Steven Trafficway Apt. 197,East Rickview,Colorado,Cambodia,Wholesale,False,2009-02-17,True,3,2021-08-30,9999-12-31,True,47
135,CUST-100135,Megan Hahn,Female,1992-11-03,001-455-857-3346,annacook@example.org,994 Renee Crest Suite 869,Kimport,California,Switzerland,Online,False,2016-11-14,False,1,2020-01-01,9999-12-31,True,32
136,CUST-100136,Christopher Smith,Male,2000-08-12,(299)898-9526x7531,brentdeleon@example.net,5994 Williamson Pass,North Sarahton,Utah,Dominica,Wholesale,True,2019-08-24,False,1,2020-01-01,2020-12-16,False,24
136,CUST-100136,Christopher Smith,Male,2000-08-12,(299)898-9526x7531,brentdeleon@example.net,5994 Williamson Pass,North Sarahton,Utah,Dominica,Wholesale,True,2019-07-03,True,2,2020-12-17,9999-12-31,True,24
137,CUST-100137,Tammie Fuentes,Female,1966-11-06,9786065628,bakermaria@example.org,9268 Brandt Forest Suite 741,South Geoffrey,Pennsylvania,Luxembourg,Wholesale,True,2007-05-19,True,1,2020-01-01,2020-10-04,False,58
137,CUST-100137,Tammie Fuentes,Female,1966-11-06,9786065628,bakermaria@example.org,9268 Brandt Forest Suite 741,South Geoffrey,Pennsylvania,Luxembourg,Wholesale,False,2020-01-29,False,2,2020-10-05,9999-12-31,True,58
138,CUST-100138,Charlotte Sherman,Male,1955-01-16,5112070539,misty53@example.com,47776 Kristina Creek,Port Jeremyview,Illinois,Monaco,Wholesale,True,1991-12-23,True,1,2020-01-01,9999-12-31,True,70
139,CUST-100139,Lucas Ward,Male,1962-06-19,(301)998-3607,phunter@example.com,649 Acosta Ways Apt. 827,Waynestad,Oklahoma,Argentina,Online,False,1998-10-09,True,1,2020-01-01,2020-10-04,False,63
139,CUST-100139,Lucas Ward,Male,1962-06-19,(301)998-3607,phunter@example.com,649 Acosta Ways Apt. 827,Waynestad,Oklahoma,Argentina,Online,False,2007-05-24,False,2,2020-10-05,2021-08-02,False,63
139,CUST-100139,Lucas Ward,Male,1962-06-19,(301)998-3607,phunter@example.com,649 Acosta Ways Apt. 827,Waynestad,Oklahoma,Argentina,Online,False,2013-03-31,False,3,2021-08-03,9999-12-31,True,63
140,CUST-100140,Mitchell Morton,Male,1998-07-12,268.404.2563,lileslie@example.org,91889 Boone Fords,Davidtown,New Jersey,Christmas Island,Wholesale,True,2019-11-11,True,1,2020-01-01,9999-12-31,True,27
141,CUST-100141,Edward Myers,Male,1996-10-10,001-351-284-9944x4638,maynardjudy@example.net,8437 Zamora Lakes Apt. 228,Meganchester,Oklahoma,Maldives,Wholesale,True,2018-11-25,True,1,2020-01-01,2021-01-27,False,28
141,CUST-100141,Edward Myers,Male,1996-10-10,001-351-284-9944x4638,maynardjudy@example.net,8437 Zamora Lakes Apt. 228,Meganchester,Oklahoma,Maldives,Wholesale,True,2015-08-05,True,2,2021-01-28,9999-12-31,True,28
142,CUST-100142,Alexandra Nelson,Female,1982-06-11,(944)979-6473x953,whitechad@example.net,61770 Robin Ramp,Nicholsonhaven,Florida,Thailand,Retail,True,2016-09-12,True,1,2020-01-01,2021-03-02,False,43
142,CUST-100142,Alexandra Nelson,Female,1982-06-11,(944)979-6473x953,whitechad@example.net,61770 Robin Ramp,Nicholsonhaven,Florida,Thailand,Retail,True,2000-09-29,True,2,2021-03-03,2022-04-06,False,43
142,CUST-100142,Alexandra Nelson,Female,1982-06-11,(944)979-6473x953,whitechad@example.net,61770 Robin Ramp,Nicholsonhaven,Florida,Thailand,Retail,False,2002-03-28,False,3,2022-04-07,9999-12-31,True,43
143,CUST-100143,Barbara Moore,Male,1983-02-17,(827)968-5109,williamsjulie@example.com,8888 Chandler Unions Suite 744,New Ashley,Nevada,Cameroon,Retail,False,2001-03-27,False,1,2020-01-01,2020-08-25,False,42
143,CUST-100143,Barbara Moore,Male,1983-02-17,(827)968-5109,williamsjulie@example.com,8888 Chandler Unions Suite 744,New Ashley,Nevada,Cameroon,Retail,False,2001-05-23,False,2,2020-08-26,9999-12-31,True,42
144,CUST-100144,Randy Cameron,Female,1993-02-08,(479)745-2743x0307,hallerica@example.net,491 Garcia Drives,Clarkside,Florida,Haiti,Online,False,2016-10-26,True,1,2020-01-01,2021-03-11,False,32
144,CUST-100144,Randy Cameron,Female,1993-02-08,(479)745-2743x0307,hallerica@example.net,491 Garcia Drives,Clarkside,Florida,Haiti,Online,False,2018-09-15,True,2,2021-03-12,9999-12-31,True,32
145,CUST-100145,Jenna Frey,Female,1997-12-04,256-292-6633,brandtscott@example.com,0049 Roberts Unions Suite 198,Rickystad,Kentucky,Bahrain,Retail,True,2018-01-17,True,1,2020-01-01,9999-12-31,True,27
146,CUST-100146,Dr. Jeffrey Shelton,Male,1992-02-19,+1-791-658-0578x30118,williamsrobert@example.net,0244 Atkinson Stream,Tonyaton,Michigan,Gabon,Wholesale,True,2017-01-15,False,1,2020-01-01,9999-12-31,True,33
147,CUST-100147,Scott Stewart,Male,1998-08-04,625.826.4914x154,davidmanning@example.net,404 Jessica Burgs Suite 591,Barberborough,New Jersey,Guatemala,Online,True,2016-08-28,True,1,2020-01-01,2020-08-17,False,26
147,CUST-100147,Scott Stewart,Male,1998-08-04,625.826.4914x154,davidmanning@example.net,404 Jessica Burgs Suite 591,Barberborough,New Jersey,Guatemala,Online,False,2020-04-19,False,2,2020-08-18,9999-12-31,True,26
148,CUST-100148,Dustin Martinez,Male,1962-08-16,001-325-601-3570x043,anthony51@example.org,388 Martin Terrace,Barberstad,Maine,Swaziland,Online,True,1986-08-13,True,1,2020-01-01,2020-09-13,False,62
148,CUST-100148,Dustin Martinez,Male,1962-08-16,001-325-601-3570x043,anthony51@example.org,388 Martin Terrace,Barberstad,Maine,Swaziland,Online,True,2011-11-02,True,2,2020-09-14,9999-12-31,True,62
149,CUST-100149,Maria Thompson,Female,1973-10-14,332-721-8422,kelly87@example.org,31979 Kaitlyn Ways Suite 716,Lewishaven,Colorado,Turkey,Retail,False,1999-02-24,True,1,2020-01-01,2020-07-08,False,51
149,CUST-100149,Maria Thompson,Female,1973-10-14,332-721-8422,kelly87@example.org,31979 Kaitlyn Ways Suite 716,Lewishaven,Colorado,Turkey,Retail,True,2008-06-15,True,2,2020-07-09,2021-09-16,False,51
149,CUST-100149,Maria Thompson,Female,1973-10-14,332-721-8422,kelly87@example.org,31979 Kaitlyn Ways Suite 716,Lewishaven,Colorado,Turkey,Retail,True,2013-04-20,True,3,2021-09-17,9999-12-31,True,51
150,CUST-100150,Alexandra West,Male,1982-08-08,(411)302-1634,teresasutton@example.net,9861 Thomas Walks,North Catherine,Mississippi,Belgium,Online,False,2005-07-18,False,1,2020-01-01,2020-09-30,False,42
150,CUST-100150,Alexandra West,Male,1982-08-08,(411)302-1634,teresasutton@example.net,9861 Thomas Walks,North Catherine,Mississippi,Belgium,Online,True,2005-06-14,False,2,2020-10-01,9999-12-31,True,42
151,CUST-100151,Tyler Gonzales,Male,1979-08-01,570-540-7347,wreyes@example.com,6526 John Square Apt. 038,Brownland,Utah,New Zealand,Wholesale,True,2000-01-28,False,1,2020-01-01,9999-12-31,True,45
152,CUST-100152,Timothy Zamora,Male,1954-09-29,+1-421-870-7717x527,misty08@example.net,4872 Samuel Burg Apt. 956,Autumnport,Louisiana,Norfolk Island,Wholesale,False,2014-01-20,False,1,2020-01-01,2020-12-06,False,70
152,CUST-100152,Timothy Zamora,Male,1954-09-29,+1-421-870-7717x527,misty08@example.net,4872 Samuel Burg Apt. 956,Autumnport,Louisiana,Norfolk Island,Wholesale,True,1992-08-18,False,2,2020-12-07,2021-06-27,False,70
152,CUST-100152,Timothy Zamora,Male,1954-09-29,+1-421-870-7717x527,misty08@example.net,4872 Samuel Burg Apt. 956,Autumnport,Louisiana,Norfolk Island,Wholesale,False,1995-05-23,True,3,2021-06-28,9999-12-31,True,70
153,CUST-100153,Gabriela Clark,Male,1967-12-25,613.626.3763,gamblesamantha@example.org,014 Horton Groves,New Victoriaberg,Nevada,American Samoa,Retail,False,1990-03-10,True,1,2020-01-01,2021-01-11,False,57
153,CUST-100153,Gabriela Clark,Male,1967-12-25,613.626.3763,gamblesamantha@example.org,014 Horton Groves,New Victoriaberg,Nevada,American Samoa,Retail,True,2020-10-22,False,2,2021-01-12,2022-02-25,False,57
153,CUST-100153,Gabriela Clark,Male,1967-12-25,613.626.3763,gamblesamantha@example.org,014 Horton Groves,New Victoriaberg,Nevada,American Samoa,Retail,False,2007-01-11,False,3,2022-02-26,9999-12-31,True,57
154,CUST-100154,Kim Barnes,Male,1972-06-19,(510)576-1161,tristanallen@example.net,300 Gordon Green Suite 370,East Rebeccaport,South Carolina,Israel,Retail,False,1999-03-28,True,1,2020-01-01,2021-02-24,False,53
154,CUST-100154,Kim Barnes,Male,1972-06-19,(510)576-1161,tristanallen@example.net,300 Gordon Green Suite 370,East Rebeccaport,South Carolina,Israel,Retail,True,1994-03-01,False,2,2021-02-25,2022-02-26,False,53
154,CUST-100154,Kim Barnes,Male,1972-06-19,(510)576-1161,tristanallen@example.net,300 Gordon Green Suite 370,East Rebeccaport,South Carolina,Israel,Retail,False,2001-08-13,True,3,2022-02-27,9999-12-31,True,53
155,CUST-100155,Charles Smith,Male,2003-03-03,5746580724,tvance@example.com,3794 Anderson Freeway Suite 681,Lake Michaelberg,Illinois,Saint Vincent and the Grenadines,Retail,True,2020-01-01,False,1,2020-01-01,2021-04-10,False,22
155,CUST-100155,Charles Smith,Male,2003-03-03,5746580724,tvance@example.com,3794 Anderson Freeway Suite 681,Lake Michaelberg,Illinois,Saint Vincent and the Grenadines,Retail,True,2021-03-15,False,2,2021-04-11,9999-12-31,True,22
156,CUST-100156,Tonya Strickland,Male,1998-07-03,551.350.0680,sarahgarcia@example.com,87600 Adam Route,Andreaview,West Virginia,Singapore,Wholesale,True,2019-11-25,False,1,2020-01-01,9999-12-31,True,27
157,CUST-100157,David Brooks,Male,1977-10-20,852.782.5677,sgardner@example.org,4119 Erin Mill,North Jonathanland,West Virginia,Uzbekistan,Wholesale,True,1998-12-29,False,1,2020-01-01,9999-12-31,True,47
158,CUST-100158,Tiffany Hall,Male,1984-01-26,570.741.3970x39422,pam85@example.com,96140 Tracy Tunnel,Port Jenniferchester,Louisiana,Trinidad and Tobago,Online,True,2013-05-04,True,1,2020-01-01,9999-12-31,True,41
159,CUST-100159,Elizabeth Young,Male,1981-03-15,001-488-979-4181,hollytucker@example.net,303 Caleb Ports Suite 512,Shaunstad,Nevada,Equatorial Guinea,Retail,True,2013-01-22,True,1,2020-01-01,2021-01-22,False,44
159,CUST-100159,Elizabeth Young,Male,1981-03-15,001-488-979-4181,hollytucker@example.net,303 Caleb Ports Suite 512,Shaunstad,Nevada,Equatorial Guinea,Retail,True,1999-07-06,True,2,2021-01-23,9999-12-31,True,44
160,CUST-100160,Deborah Smith,Male,2004-08-07,358.554.2841,vphillips@example.net,19826 Miller Overpass,Jenkinsburgh,North Carolina,Denmark,Retail,True,2020-01-01,True,1,2020-01-01,9999-12-31,True,20
161,CUST-100161,Lisa Russell,Female,1971-12-26,2437807050,larajeremy@example.org,6890 Black Squares Suite 342,Stevenburgh,Georgia,Albania,Retail,False,2019-10-27,True,1,2020-01-01,9999-12-31,True,53
162,CUST-100162,Jack Rodgers,Male,1999-06-26,001-595-815-9211x567,alexis04@example.net,38761 Matthew Walks Suite 957,South Michaelburgh,Colorado,Mauritania,Retail,False,2018-11-12,False,1,2020-01-01,9999-12-31,True,26
163,CUST-100163,Jacqueline Foster DVM,Female,1976-09-11,+1-428-980-6891,oscarfranklin@example.net,5668 Johns Throughway,Lake Annette,Oregon,Seychelles,Online,False,2012-08-11,False,1,2020-01-01,2021-01-23,False,48
163,CUST-100163,Jacqueline Foster DVM,Female,1976-09-11,+1-428-980-6891,oscarfranklin@example.net,5668 Johns Throughway,Lake Annette,Oregon,Seychelles,Online,True,2013-10-12,False,2,2021-01-24,2022-06-02,False,48
163,CUST-100163,Jacqueline Foster DVM,Female,1976-09-11,+1-428-980-6891,oscarfranklin@example.net,5668 Johns Throughway,Lake Annette,Oregon,Seychelles,Online,False,2010-02-13,False,3,2022-06-03,9999-12-31,True,48
164,CUST-100164,Chad Gonzalez,Female,1973-09-04,699-657-7403x84850,james37@example.org,092 Moore Keys,Larafort,New York,Isle of Man,Online,False,2019-03-18,False,1,2020-01-01,2021-04-30,False,51
164,CUST-100164,Chad Gonzalez,Female,1973-09-04,699-657-7403x84850,james37@example.org,092 Moore Keys,Larafort,New York,Isle of Man,Online,False,2002-12-25,False,2,2021-05-01,9999-12-31,True,51
165,CUST-100165,Sandy Cisneros,Female,2002-06-17,+1-337-344-1161,elijahking@example.org,999 Davis Radial,Port Matthewview,Hawaii,Christmas Island,Online,True,2020-01-01,False,1,2020-01-01,2021-01-30,False,23
165,CUST-100165,Sandy Cisneros,Female,2002-06-17,+1-337-344-1161,elijahking@example.org,999 Davis Radial,Port Matthewview,Hawaii,Christmas Island,Online,False,2020-07-29,False,2,2021-01-31,2021-08-20,False,23
165,CUST-100165,Sandy Cisneros,Female,2002-06-17,+1-337-344-1161,elijahking@example.org,999 Davis Radial,Port Matthewview,Hawaii,Christmas Island,Online,False,2021-08-02,False,3,2021-08-21,9999-12-31,True,23
166,CUST-100166,Renee Wheeler,Female,1955-04-20,(545)452-8606,ythompson@example.org,413 Wheeler Square,Lake Michelefurt,Alaska,Slovenia,Wholesale,False,1988-10-15,True,1,2020-01-01,2020-10-17,False,70
166,CUST-100166,Renee Wheeler,Female,1955-04-20,(545)452-8606,ythompson@example.org,413 Wheeler Square,Lake Michelefurt,Alaska,Slovenia,Wholesale,True,2020-04-05,True,2,2020-10-18,2021-08-02,False,70
166,CUST-100166,Renee Wheeler,Female,1955-04-20,(545)452-8606,ythompson@example.org,413 Wheeler Square,Lake Michelefurt,Alaska,Slovenia,Wholesale,False,2016-09-21,False,3,2021-08-03,9999-12-31,True,70
167,CUST-100167,Samantha Moore,Female,2005-11-11,(808)663-9511,kristy98@example.org,64132 Christina Canyon,Murilloville,Nebraska,Slovenia,Wholesale,False,2020-01-01,False,1,2020-01-01,2020-08-23,False,19
167,CUST-100167,Samantha Moore,Female,2005-11-11,(808)663-9511,kristy98@example.org,64132 Christina Canyon,Murilloville,Nebraska,Slovenia,Wholesale,False,2020-08-24,False,2,2020-08-24,9999-12-31,True,19
168,CUST-100168,Stacey Reed,Male,1989-03-13,(474)303-8752,paulalucas@example.org,45069 Jones Coves,East Misty,Texas,Sri Lanka,Wholesale,False,2017-10-30,False,1,2020-01-01,9999-12-31,True,36
169,CUST-100169,Thomas Torres,Male,1984-05-08,924.779.7002,jennifernash@example.net,1001 Mitchell Trail Apt. 581,Lake Jeremiah,Illinois,Cape Verde,Online,False,2015-11-21,True,1,2020-01-01,2021-02-13,False,41
169,CUST-100169,Thomas Torres,Male,1984-05-08,924.779.7002,jennifernash@example.net,1001 Mitchell Trail Apt. 581,Lake Jeremiah,Illinois,Cape Verde,Online,True,2015-04-11,False,2,2021-02-14,9999-12-31,True,41
170,CUST-100170,Dorothy Walker,Female,1968-10-02,001-644-424-4357x164,gina55@example.net,5701 Sean Loaf,Drewchester,Alabama,Saint Vincent and the Grenadines,Retail,False,1993-09-23,False,1,2020-01-01,2021-03-24,False,56
170,CUST-100170,Dorothy Walker,Female,1968-10-02,001-644-424-4357x164,gina55@example.net,5701 Sean Loaf,Drewchester,Alabama,Saint Vincent and the Grenadines,Retail,True,1999-05-28,False,2,2021-03-25,2021-12-04,False,56
170,CUST-100170,Dorothy Walker,Female,1968-10-02,001-644-424-4357x164,gina55@example.net,5701 Sean Loaf,Drewchester,Alabama,Saint Vincent and the Grenadines,Retail,False,1999-10-22,False,3,2021-12-05,9999-12-31,True,56
171,CUST-100171,Dakota Golden,Male,1982-07-19,+1-359-415-5613x269,marycoleman@example.org,5302 Cassandra Prairie Suite 563,Johnsonfort,California,Bangladesh,Wholesale,False,2004-09-12,True,1,2020-01-01,2020-10-14,False,43
171,CUST-100171,Dakota Golden,Male,1982-07-19,+1-359-415-5613x269,marycoleman@example.org,5302 Cassandra Prairie Suite 563,Johnsonfort,California,Bangladesh,Wholesale,False,2005-01-23,False,2,2020-10-15,9999-12-31,True,43
172,CUST-100172,Kendra Mclaughlin,Female,1967-03-31,7388321651,danielle25@example.org,70085 Burch Ferry,New Patrickmouth,North Carolina,Paraguay,Retail,True,1995-10-03,False,1,2020-01-01,2021-03-27,False,58
172,CUST-100172,Kendra Mclaughlin,Female,1967-03-31,7388321651,danielle25@example.org,70085 Burch Ferry,New Patrickmouth,North Carolina,Paraguay,Retail,False,2018-01-13,True,2,2021-03-28,9999-12-31,True,58
173,CUST-100173,Pamela Gibbs,Female,1988-09-06,400-758-2618x0530,qrodriguez@example.net,932 Randall Turnpike,Guzmanville,North Dakota,Burundi,Retail,False,2016-11-30,True,1,2020-01-01,2020-12-26,False,36
173,CUST-100173,Pamela Gibbs,Female,1988-09-06,400-758-2618x0530,qrodriguez@example.net,932 Randall Turnpike,Guzmanville,North Dakota,Burundi,Retail,True,2020-08-04,True,2,2020-12-27,9999-12-31,True,36
174,CUST-100174,Erika Bell,Female,1994-07-15,295.315.3395,braunvincent@example.net,02541 Catherine Port,Hayesstad,New Mexico,Bhutan,Online,False,2014-09-04,True,1,2020-01-01,9999-12-31,True,31
175,CUST-100175,Bruce Russell,Male,1985-02-23,566-509-1833x452,brandyturner@example.net,40045 Brian Forges,New Ronald,Indiana,Angola,Retail,False,2003-07-07,False,1,2020-01-01,2020-11-29,False,40
175,CUST-100175,Bruce Russell,Male,1985-02-23,566-509-1833x452,brandyturner@example.net,40045 Brian Forges,New Ronald,Indiana,Angola,Retail,False,2019-12-26,False,2,2020-11-30,2021-06-18,False,40
175,CUST-100175,Bruce Russell,Male,1985-02-23,566-509-1833x452,brandyturner@example.net,40045 Brian Forges,New Ronald,Indiana,Angola,Retail,False,2013-12-18,True,3,2021-06-19,9999-12-31,True,40
176,CUST-100176,Taylor Strickland,Female,2006-05-31,001-783-905-4794x62247,andrewrodriguez@example.net,087 Benjamin Villages Suite 283,Johnton,Mississippi,Burkina Faso,Retail,False,2020-01-01,True,1,2020-01-01,2020-08-29,False,19
176,CUST-100176,Taylor Strickland,Female,2006-05-31,001-783-905-4794x62247,andrewrodriguez@example.net,087 Benjamin Villages Suite 283,Johnton,Mississippi,Burkina Faso,Retail,True,2020-08-30,True,2,2020-08-30,9999-12-31,True,19
177,CUST-100177,Jason Avila,Female,1999-04-30,5134375239,wheelertyler@example.com,4775 Martinez Trafficway,Port Jamesfurt,Alaska,Liechtenstein,Retail,True,2017-05-13,True,1,2020-01-01,9999-12-31,True,26
178,CUST-100178,Erica Bolton,Male,1959-03-26,(615)805-2242x5221,leachjason@example.net,103 Beth Coves,New Shellychester,Kentucky,Ghana,Online,True,2014-04-30,True,1,2020-01-01,9999-12-31,True,66
179,CUST-100179,Nathaniel Brown,Male,1959-05-31,001-284-261-6674x443,susanholmes@example.com,7843 Adkins Dam Suite 101,Mortonview,Georgia,Mauritania,Wholesale,True,1998-05-23,True,1,2020-01-01,9999-12-31,True,66
180,CUST-100180,Tyler Cook,Male,1966-09-28,636-627-0792x0635,nicolebishop@example.com,9549 Harris Street Apt. 221,Morganmouth,Texas,South Georgia and the South Sandwich Islands,Online,True,1984-11-13,False,1,2020-01-01,2020-10-28,False,58
180,CUST-100180,Tyler Cook,Male,1966-09-28,636-627-0792x0635,nicolebishop@example.com,9549 Harris Street Apt. 221,Morganmouth,Texas,South Georgia and the South Sandwich Islands,Online,False,1997-06-20,False,2,2020-10-29,2021-09-15,False,58
180,CUST-100180,Tyler Cook,Male,1966-09-28,636-627-0792x0635,nicolebishop@example.com,9549 Harris Street Apt. 221,Morganmouth,Texas,South Georgia and the South Sandwich Islands,Online,True,2005-03-28,False,3,2021-09-16,9999-12-31,True,58
181,CUST-100181,Monica Payne,Male,1973-06-03,360-724-7348,perezkarl@example.com,3948 Debra Viaduct,Alvaradoberg,Vermont,Oman,Retail,False,2002-03-23,True,1,2020-01-01,2021-02-14,False,52
