CustomerKey,CustomerID,FullName,Gender,DateOfBirth,Age,PhoneNumber,Email,Address,City,Province,Country,CustomerType,IsLoyalCustomer,JoinDate,IsActive,CreateDate
270,CUST-100270,Tiffany Clark,Female,1977-08-14,48,901-430-1483x468,chadsmith@example.org,12455 Tyler Village Apt. 742,Anthonyhaven,Mississippi,Germany,Online,False,2017-10-15,True,2023-05-27
271,CUST-100271,James Graham,Male,1967-10-09,58,+1-312-861-7878x9214,anthonyjohnson@example.com,217 Ryan Fords,Lake Bryan,Iowa,Portugal,Wholesale,False,1989-06-04,True,2004-01-11
272,CUST-100272,Donald Turner,Male,1966-06-22,59,(544)337-7125x27363,joycerobinson@example.com,583 Thompson Branch Apt. 116,Sophiaport,Minnesota,Lithuania,Wholesale,False,2022-02-17,False,2023-05-24
273,CUST-100273,Susan Colon,Female,1968-05-12,57,+1-435-445-7268x1606,david37@example.org,194 Mays Road Apt. 649,Dannyshire,Washington,Cocos (Keeling) Islands,Online,True,2016-03-08,False,2023-03-18
274,CUST-100274,Paula Norman,Female,1985-07-29,40,(701)524-0973x13710,ymorrison@example.com,88177 George Fort,Davidstad,Ohio,China,Online,False,2017-03-06,False,2019-10-30
275,CUST-100275,Jacob Moon,Male,1973-02-16,52,878-244-6429,wterrell@example.org,296 Velasquez Crossing Apt. 900,Port Glenport,Kansas,Gabon,Wholesale,False,2001-09-15,False,2005-12-08
276,CUST-100276,Jimmy Burns,Male,2003-05-06,22,001-247-575-1521x039,vasquezlaurie@example.net,8288 Christian Villages,Powersside,Iowa,Tunisia,Wholesale,True,2024-09-26,False,2025-05-20
277,CUST-100277,Troy Roman,Male,1997-10-05,28,585-414-1925x781,vanessagriffin@example.net,28246 Angela Tunnel Suite 868,Flowersmouth,South Carolina,Hungary,Retail,True,2015-11-12,False,2024-06-24
278,CUST-100278,Terry Hampton,Male,1970-11-03,55,832-399-4731x2685,richard94@example.org,92316 Conley Ridge Suite 314,Lake Leonard,Georgia,Suriname,Online,False,2010-09-14,True,2021-08-25
279,CUST-100279,Charles Elliott,Male,1990-11-23,35,641.319.4358x80453,beckmichael@example.net,29009 Lisa Road,East Sara,Illinois,Saint Barthelemy,Online,False,2016-06-20,True,2018-10-24
280,CUST-100280,Joel Joseph,Male,2004-03-12,21,+1-715-464-5070,peter27@example.com,8782 Shepard Knoll,Matthewsburgh,Ohio,Iraq,Wholesale,True,2023-11-14,True,2024-12-31
281,CUST-100281,Kimberly Galloway,Female,1971-08-14,54,(590)931-4780x09854,olivia24@example.net,070 Hudson Meadows Suite 757,Port Sharon,Nevada,Aruba,Retail,True,1999-11-21,False,2012-05-24
282,CUST-100282,Lisa Williams,Female,1996-04-03,29,(607)834-9050,mark91@example.net,58473 Ross Estates,Jessicahaven,West Virginia,Anguilla,Wholesale,True,2021-02-08,False,2021-09-03
283,CUST-100283,David Christensen,Male,1981-11-29,44,8387970914,xwilliams@example.com,24638 Olsen Circles,Ericfort,Arkansas,Uzbekistan,Online,True,2011-02-16,True,2015-08-31
284,CUST-100284,Mark Perez,Male,1985-06-06,40,916-738-8135x93524,rgregory@example.org,36246 Hughes Villages,Burnstown,Texas,Guam,Retail,True,2019-01-03,True,2019-08-26
285,CUST-100285,Jamie Burgess,Female,1957-02-14,68,526.328.9415x4205,tonya93@example.com,5185 Hunt Springs,Lake Elizabeth,Idaho,Mali,Wholesale,False,2017-10-19,True,2021-10-10
286,CUST-100286,Susan Brown,Female,2000-11-20,25,532.401.6955,edwinbarrera@example.com,592 Gomez Fields Apt. 860,Natashafurt,Kentucky,Sudan,Retail,False,2024-02-02,True,2024-02-26
287,CUST-100287,Stephen Orozco,Male,1971-02-03,54,714-738-1821,davidnicole@example.net,04414 Parks Oval,West Kevin,Rhode Island,Canada,Retail,True,2021-03-16,False,2023-11-20
288,CUST-100288,Thomas Chen,Male,1986-09-24,39,930-268-0198,rebecca90@example.org,9610 Mark Loaf Apt. 467,Rachelland,Montana,Libyan Arab Jamahiriya,Retail,False,2009-12-24,True,2014-04-14
289,CUST-100289,Sarah West,Female,1982-04-27,43,+1-508-289-1732x753,davilakevin@example.com,25119 Roberts View,New Josemouth,Arkansas,Belgium,Online,False,2015-04-30,True,2018-03-20
290,CUST-100290,Laura Johnson,Female,1981-07-25,44,+1-201-536-6068x143,cassandradavis@example.org,415 Daniels Place,Mallorymouth,Oregon,Wallis and Futuna,Wholesale,False,2013-07-26,False,2019-02-23
291,CUST-100291,Lisa Wilson,Female,2000-12-20,25,(493)231-8343x546,tarawood@example.net,02911 Jackson Tunnel Suite 221,West Joshuabury,Texas,Benin,Online,False,2019-05-16,True,2023-06-09
292,CUST-100292,Anna Evans,Female,1992-05-22,33,(763)672-3590,dukebarry@example.net,85807 Michael Plain Suite 706,Port Bridgetchester,New York,Burundi,Online,True,2017-09-02,True,2023-05-03
293,CUST-100293,Maria Smith,Female,1955-04-21,70,+1-815-754-0400,karenwillis@example.net,8924 Le Skyway Suite 737,Bentleyshire,Minnesota,El Salvador,Retail,False,2003-09-07,False,2016-01-25
294,CUST-100294,William Evans,Male,1987-04-13,38,314.646.7321x28601,smithjeffrey@example.net,123 Baker Trafficway,West Jasonland,Wyoming,Angola,Online,False,2019-10-06,False,2025-05-15
295,CUST-100295,Frank Pugh,Male,1963-12-23,62,(435)414-1771,perezjoshua@example.org,1470 Baker Forge Suite 263,Gomezchester,Oregon,Syrian Arab Republic,Online,True,1991-06-13,True,2018-01-22
296,CUST-100296,Ricardo Johnson,Male,1968-07-18,57,(991)851-3080x42489,david96@example.org,55156 Davis Fords,Erinfurt,New York,Suriname,Retail,True,2005-02-10,False,2022-09-02
297,CUST-100297,Ashley Mejia,Female,1969-10-05,56,+1-317-462-0199x90760,mariaochoa@example.org,606 Jamie Lodge Apt. 562,Matthewtown,South Dakota,Tunisia,Online,False,1993-02-07,False,1994-08-27
298,CUST-100298,Garrett Morales,Male,1958-01-15,67,+1-813-956-7850,martinezvalerie@example.org,5443 Valerie Rapids Suite 973,Hurstshire,Alabama,Liberia,Retail,False,2018-07-14,True,2023-04-06
299,CUST-100299,Lawrence Payne,Male,1992-05-01,33,(996)804-6485x1661,ashley85@example.com,76453 Stokes Extensions Suite 380,Christopherside,Colorado,South Georgia and the South Sandwich Islands,Retail,True,2022-02-12,False,2024-03-27
300,CUST-100300,Susan Dawson,Female,1989-09-26,36,001-353-866-4970x847,larsonthomas@example.org,1336 Henson Mountain,North Amanda,Louisiana,Italy,Online,False,2009-04-13,False,2011-06-27
301,CUST-100301,Lisa Stevens,Female,2001-06-05,24,403-359-8932,debbie29@example.net,64396 Fischer Lake Apt. 016,Maryville,Arizona,Liberia,Wholesale,False,2020-08-27,True,2023-02-10
302,CUST-100302,Matthew Rivera,Male,1970-11-24,55,4055055074,adamsallison@example.org,01011 Beck Route,West Juanfurt,Maine,Antarctica (the territory South of 60 deg S),Retail,True,2012-04-14,False,2015-06-22
303,CUST-100303,Ashley Hernandez,Female,1978-10-10,47,323-886-3817x9072,cookryan@example.net,16777 Derrick Ferry Apt. 335,Lake Alexisburgh,Mississippi,United States Minor Outlying Islands,Wholesale,False,2000-02-14,True,2024-03-06
304,CUST-100304,Samantha King,Female,1975-10-31,50,(582)886-5403x43401,williamroberts@example.org,851 Ryan Stravenue,Jonesland,Idaho,Uganda,Online,False,2021-08-21,True,2025-03-17
305,CUST-100305,Laura Christian,Female,1995-11-20,30,279.387.3397,jason54@example.org,779 Cox Island Apt. 677,Kimland,Washington,Mauritius,Wholesale,True,2025-03-13,False,2025-03-29
306,CUST-100306,Courtney Wright,Female,2006-02-08,19,001-878-269-4489x196,jasonmason@example.net,962 Christopher Trail Suite 396,Lake Patrickborough,North Carolina,Cook Islands,Online,False,2025-01-09,False,2025-03-19
307,CUST-100307,Felicia Jones,Female,1977-02-26,48,382.274.0321,brownjacob@example.org,40984 Underwood Inlet,Port Robert,Wisconsin,Somalia,Retail,True,2009-09-13,False,2015-09-23
308,CUST-100308,Judy Burns,Female,1988-08-12,37,001-712-737-3441x5811,jmyers@example.com,0459 Jeffrey Forge Suite 824,Newtonburgh,Indiana,Burkina Faso,Online,False,2014-03-23,False,2017-03-30
309,CUST-100309,Katelyn Delacruz,Female,1973-03-09,52,416-723-8952,rayrussell@example.net,921 Keller Plaza Apt. 954,Lake Samantha,Washington,Croatia,Retail,False,2020-08-28,True,2023-12-04
310,CUST-100310,Kimberly Giles,Female,2006-05-28,19,(413)850-3571,jjones@example.com,3290 Malone Ridges Suite 935,Adamfurt,Alaska,Kuwait,Online,True,2024-07-24,True,2025-06-30
311,CUST-100311,Lynn Tyler,Female,2006-12-23,19,001-259-334-4199,kevinchandler@example.net,7924 Randall Junctions,Sanchezchester,Alaska,Congo,Retail,True,2025-01-07,True,2025-03-30
312,CUST-100312,Cory Reed,Male,1980-10-22,45,+1-396-550-0976x86840,martinezjoshua@example.org,6206 Debra Field,West Clifford,Texas,North Macedonia,Online,False,1998-11-29,False,2003-04-22
313,CUST-100313,Charlene Hall,Female,1986-03-14,39,4012909420,qwade@example.com,42647 Cameron Mountain Suite 753,East Peter,South Dakota,Malawi,Online,False,2011-07-05,False,2012-01-30
314,CUST-100314,Andres Mckinney,Male,1997-04-15,28,(245)611-4630,rebeccasimon@example.net,1660 Khan Freeway,Port Matthew,Florida,Heard Island and McDonald Islands,Wholesale,False,2018-01-18,False,2022-08-16
315,CUST-100315,Joshua Ray,Male,1955-11-17,70,213.582.6316x071,brittany03@example.com,1292 Tara Path Suite 000,West Amber,Oregon,Yemen,Wholesale,True,2024-10-13,False,2025-04-02
316,CUST-100316,Sarah Sweeney,Female,1967-09-27,58,001-246-360-7798x10136,rvillanueva@example.org,11758 Walters Parkways Apt. 137,North Ryan,Vermont,Palau,Retail,True,2000-08-16,True,2002-08-03
317,CUST-100317,Andrew Cunningham,Male,1984-08-15,41,554-482-1621x55655,kwilliams@example.net,80099 Washington Mountains,South Roberthaven,Nebraska,Lebanon,Wholesale,False,2016-09-07,False,2017-03-21
318,CUST-100318,Cassandra Castillo,Female,1977-04-26,48,001-799-701-9957x342,christopherwatkins@example.org,7451 Thomas Drive Apt. 517,Nicoleside,Nebraska,Western Sahara,Retail,False,2004-04-20,True,2010-11-02
319,CUST-100319,Robert Taylor,Male,1986-07-25,39,001-253-760-2929x6830,barbarasalazar@example.com,250 Teresa Park Apt. 533,Rebeccafort,New Hampshire,Austria,Online,True,2008-01-02,True,2023-02-11
320,CUST-100320,Brittney Valdez,Female,1976-08-16,49,481.580.7942,jporter@example.org,011 Samuel Landing Suite 986,Williamsbury,New York,Macao,Online,False,2002-10-31,False,2009-01-14
321,CUST-100321,Joseph Diaz,Male,1972-10-17,53,537-285-4953x751,hannahewing@example.org,8334 Travis Lane,Paulshire,Montana,Malta,Retail,True,2014-06-20,True,2014-11-30
322,CUST-100322,Melanie Contreras,Female,1980-12-16,45,(371)357-3266x88479,jessica90@example.com,342 Bonnie Tunnel,Jeffreyshire,Kentucky,Indonesia,Retail,False,2012-05-30,True,2015-10-30
323,CUST-100323,Jeremy Graham,Male,2007-01-26,18,425.281.8333,patrickhooper@example.net,34195 Kayla Brooks Suite 776,West Andrewview,Georgia,Timor-Leste,Retail,True,2025-06-10,True,2025-07-11
324,CUST-100324,Brittany Ramsey,Female,1958-05-21,67,539-562-6462,emckinney@example.org,493 John Parkways,New Betty,Louisiana,Poland,Online,False,2014-09-29,True,2020-10-13
325,CUST-100325,Lisa Lawson,Female,1955-07-14,70,545-612-4084x98841,maddenlouis@example.org,566 Cooper Locks Apt. 055,Victorfort,Nevada,Panama,Online,True,2019-10-27,True,2024-01-10
326,CUST-100326,Michelle Luna,Female,1976-08-13,49,536.451.4001,grantjoshua@example.net,035 Perez Walk,Marcustown,Hawaii,Niger,Retail,True,2017-05-05,True,2023-01-08
327,CUST-100327,Shawn Navarro,Male,1963-07-27,62,310-490-1411x017,cookrussell@example.net,5337 Adams Loop Suite 695,Pricestad,Utah,Georgia,Retail,False,2011-07-07,False,2022-03-14
328,CUST-100328,Kenneth Morgan,Male,1989-01-28,36,950.502.6581x167,smiller@example.net,396 Tasha Circle Apt. 878,North Jonathonville,Indiana,Montenegro,Online,False,2009-12-18,True,2011-09-11
329,CUST-100329,Matthew Garcia,Male,2003-04-17,22,001-673-532-6972x176,leslie43@example.org,4757 David Terrace,Lyonsbury,Louisiana,Angola,Wholesale,True,2025-05-13,True,2025-06-06
330,CUST-100330,David Espinoza,Male,2004-01-01,21,(847)669-4134,bryan84@example.org,02460 Julia Summit,Margaretview,Mississippi,Senegal,Online,True,2023-09-05,True,2023-11-12
331,CUST-100331,Rebecca Edwards,Female,1963-01-19,62,001-793-971-3318x6500,carlachristensen@example.net,787 Shannon Light,Bergborough,Kentucky,Ireland,Wholesale,True,1988-09-15,False,2001-07-28
332,CUST-100332,Bonnie Underwood,Female,1984-02-26,41,001-657-488-7938,willie09@example.org,97446 Sandoval Cliffs,North Bettyland,Mississippi,Ukraine,Retail,False,2014-07-18,True,2020-12-11
333,CUST-100333,Charlene Rodriguez,Female,1957-01-13,68,881.928.2168,douglas82@example.org,5594 Angela Mall,South Rhondachester,Kentucky,Falkland Islands (Malvinas),Online,False,1993-02-05,False,2002-06-25
334,CUST-100334,Joshua Sherman,Male,1964-08-21,61,263.693.8683x619,gwatson@example.org,60388 Jackson Greens,Port Jessicaside,Idaho,Bouvet Island (Bouvetoya),Wholesale,False,2003-03-13,True,2005-01-16
335,CUST-100335,Jason Allen,Male,1980-10-25,45,+1-270-777-3516x51630,gloverjasmine@example.com,135 Caldwell Drive,Moorefort,Indiana,Cape Verde,Retail,True,2000-03-11,False,2000-09-30
336,CUST-100336,Joseph Elliott,Male,1978-01-17,47,605-510-0511x4262,sarahstrickland@example.com,0502 Larry Ways Apt. 937,Lake Ryan,Illinois,Marshall Islands,Online,True,2011-12-31,False,2025-07-01
337,CUST-100337,Melanie Scott,Female,1967-07-31,58,001-690-335-9378x6742,woodchristopher@example.com,6582 Adam Knoll,South Gregoryhaven,Pennsylvania,Saint Kitts and Nevis,Retail,True,1986-04-28,True,1991-04-10
338,CUST-100338,Craig Taylor,Male,1990-12-12,35,879-411-2987,padillaalyssa@example.net,1356 Robinson Station Suite 307,Banksmouth,Kentucky,New Zealand,Online,False,2013-07-03,False,2021-04-16
339,CUST-100339,Duane Pittman,Male,1971-07-02,54,355-595-2132x038,jcraig@example.net,0873 Ronald Underpass Apt. 789,Bryanmouth,Missouri,Venezuela,Retail,True,2003-04-25,True,2022-04-10
340,CUST-100340,Joe Allen,Male,1972-01-07,53,3408670106,johnmills@example.org,19605 Hall Green Suite 687,Lake Danielbury,Maryland,Kenya,Retail,False,2000-01-20,True,2009-04-05
341,CUST-100341,Amanda Hall,Female,2000-10-20,25,369-333-5709x1495,jennifer42@example.net,38789 Howard Courts Apt. 056,Lake Adrianfort,Wyoming,Macao,Online,False,2020-11-26,True,2020-12-02
342,CUST-100342,Brandon Rodriguez,Male,1984-04-06,41,(921)784-3039,jason45@example.org,484 Rice Trail Suite 598,North Tiffany,Alabama,Comoros,Online,True,2016-08-09,True,2021-11-24
343,CUST-100343,Malik Andrews,Male,1981-06-15,44,5152920866,whitestephen@example.com,8088 Kaitlyn Expressway Suite 989,Tracyfort,Iowa,Solomon Islands,Wholesale,True,2014-08-22,True,2018-07-01
344,CUST-100344,Mr. Chad Wise MD,Male,1985-04-14,40,549-564-7124x865,palmerbrian@example.net,31777 Shawn Knolls Apt. 222,South Thomasview,Colorado,Moldova,Wholesale,False,2006-08-25,False,2009-07-31
345,CUST-100345,Tyler Nichols,Male,1969-02-13,56,001-905-284-0552x96483,morgan22@example.com,7739 Shirley Prairie,Jonathanshire,Colorado,Kiribati,Online,True,2022-05-02,True,2024-03-11
346,CUST-100346,Monica Blackwell,Female,1993-04-04,32,(533)925-4949x940,tricia96@example.com,973 Robinson Field,Nicholashaven,Ohio,Gambia,Online,False,2021-02-18,True,2023-10-20
347,CUST-100347,Alejandro White,Male,2003-10-27,22,4603484928,bradley85@example.com,64621 Paul Meadow,Whiteview,Ohio,Cayman Islands,Retail,True,2024-09-06,False,2025-05-17
348,CUST-100348,Judith King,Female,1965-02-16,60,588.739.3905x43311,avilastephen@example.com,0522 Woods Parkway Suite 984,Chadchester,Washington,Bangladesh,Online,True,1983-11-03,False,2005-01-11
349,CUST-100349,Christopher Willis,Male,1994-08-07,31,238.769.5570x32141,simpsonraymond@example.org,642 Obrien Points,New Ashleymouth,Wisconsin,Monaco,Online,False,2013-02-04,True,2021-08-05
350,CUST-100350,Kathryn Mcpherson,Female,2001-08-13,24,001-885-616-2800x40066,lisaromero@example.net,23632 Barnes Land Suite 655,Robinstad,Utah,Guadeloupe,Retail,False,2022-04-20,False,2022-09-19
351,CUST-100351,Sarah Sweeney,Female,1959-03-27,66,480.794.9589,aprilsherman@example.com,245 Tiffany Loaf,New Katherine,Florida,Honduras,Retail,False,1997-10-31,True,2017-10-10
352,CUST-100352,Andrew Wells,Male,1975-09-26,50,278.999.4755,randycastaneda@example.org,7864 Mary Turnpike,Johnsonmouth,Minnesota,Rwanda,Retail,True,2011-07-15,True,2019-05-09
353,CUST-100353,Andrea Hayes,Female,1975-02-26,50,676.849.7492x231,myoung@example.org,7741 Nathan Junction,Scottburgh,Hawaii,Montserrat,Wholesale,False,1994-03-10,False,2023-12-19
354,CUST-100354,Heather Fowler,Female,1997-09-26,28,671.826.9890x798,wlee@example.net,8818 Robin Ramp,East Tiffanymouth,Kentucky,Belarus,Online,False,2022-11-17,True,2023-07-23
355,CUST-100355,Ashley Kennedy,Female,1980-04-26,45,+1-908-753-0954x782,jessicaspears@example.com,616 Zachary Common Suite 031,North Amber,Oregon,Norfolk Island,Wholesale,True,2015-06-11,False,2018-02-22
356,CUST-100356,Michael Gonzalez,Male,1980-12-08,45,9512786120,ogates@example.com,5219 Christopher Shoal,Lake Michael,Colorado,Australia,Online,False,2009-06-09,True,2013-10-04
357,CUST-100357,Terry Madden,Male,2002-09-15,23,001-312-510-3987,erogers@example.com,1091 Anna Locks Apt. 731,New Tracieshire,New Hampshire,Tonga,Wholesale,False,2021-06-13,True,2021-09-16
358,CUST-100358,Doris Garcia,Female,1981-10-21,44,+1-421-504-1406x3608,bensonjohn@example.org,62792 Jared Square,Bethanyton,Alabama,Czech Republic,Online,True,2000-04-06,False,2007-03-15
359,CUST-100359,Craig Kennedy,Male,2007-06-01,18,(245)961-1661x28064,garycook@example.net,54215 Randall Park Suite 953,East Nataliefurt,Washington,Croatia,Online,False,2025-07-01,False,2025-07-03
360,CUST-100360,Janet Martin,Female,1981-05-03,44,964-997-7559,conleymarcus@example.com,599 Hill Corners Suite 851,New Cesar,Alaska,India,Online,True,2005-10-06,False,2025-04-29
361,CUST-100361,Mr. Charles Jones,Male,1993-04-30,32,525.223.4759x0011,joshua22@example.org,4720 Tina Street Suite 893,North Tiffanyville,Utah,Iceland,Wholesale,False,2022-12-01,True,2024-12-31
362,CUST-100362,Becky Davis,Female,1978-03-02,47,9625163672,briancollins@example.net,83287 Jeffrey Underpass,South Trevorville,Vermont,El Salvador,Wholesale,True,2017-11-02,True,2020-02-04
363,CUST-100363,Kimberly Miller,Female,1999-05-19,26,336.696.8415x7194,kendraandrews@example.com,297 Stephanie Neck,Larsonberg,Michigan,Bahamas,Online,True,2023-02-18,False,2024-06-07
364,CUST-100364,Dr. Michele Ward,Female,1969-02-24,56,745.775.3759x8635,whitneyberg@example.net,01562 Cynthia Harbors,West Julieview,Ohio,Reunion,Online,True,2005-04-18,False,2022-01-13
365,CUST-100365,Natalie Taylor,Female,1993-03-16,32,(965)210-9223,ostephens@example.com,7851 Mckay Throughway,West Jamesville,Ohio,Afghanistan,Retail,False,2019-03-24,True,2025-01-31
366,CUST-100366,Amanda Anderson,Female,1984-08-09,41,+1-256-650-0331x538,kimberlyhoover@example.com,1273 Ricky Locks,Amandaborough,Maine,San Marino,Retail,False,2008-02-19,True,2025-04-23
367,CUST-100367,Samuel Morgan,Male,1955-10-04,70,424-386-0079x4409,hgomez@example.org,59118 Mario Junction,Markfort,Idaho,Sweden,Wholesale,True,1997-07-15,True,2025-06-23
368,CUST-100368,Angel Howard,Female,1956-02-27,69,(903)347-5862x854,britter@example.net,5112 Campbell Landing,Lake Jeffreyland,Massachusetts,Liechtenstein,Wholesale,False,2017-07-23,False,2019-09-14
369,CUST-100369,Anthony Jones,Male,1994-08-04,31,+1-835-845-9197,toddadams@example.com,71160 Carr Mall,Tranview,Iowa,British Indian Ocean Territory (Chagos Archipelago),Wholesale,True,2020-09-04,True,2022-10-23
370,CUST-100370,Colin Warren,Male,1990-02-01,35,(568)571-4749x8327,williamfreeman@example.net,22909 Garcia Cove Apt. 986,North Anitachester,Connecticut,Solomon Islands,Retail,True,2009-04-16,True,2010-07-22
371,CUST-100371,Jillian Hickman,Female,2004-07-30,21,4397054787,mannmichael@example.org,1428 Long Gateway Apt. 953,Kingtown,South Dakota,Central African Republic,Wholesale,False,2024-12-28,True,2025-04-18
372,CUST-100372,Shawn Weber,Male,1987-04-01,38,+1-795-998-8791x6437,nchapman@example.org,090 Mendez Club Apt. 426,Derrickchester,New Jersey,Mauritius,Wholesale,False,2021-01-04,False,2022-03-17
373,CUST-100373,James Hall,Male,1954-09-01,71,267-773-5223x53869,salazartracey@example.com,45789 Allen Radial Suite 661,East Heather,Alabama,Congo,Online,True,1995-03-18,False,2004-06-21
374,CUST-100374,Anthony Miles,Male,2006-12-11,19,+1-353-750-0882x1981,csmith@example.com,989 Simmons Ranch,East Pamela,Florida,Chad,Retail,False,2025-01-28,True,2025-03-02
375,CUST-100375,Terry Smith,Male,1993-07-16,32,+1-502-781-9005,xmccoy@example.com,67858 Jordan Walk Apt. 434,Lake Kimberly,Utah,Norfolk Island,Online,True,2013-11-13,True,2019-09-09
376,CUST-100376,Timothy Cunningham,Male,1979-11-30,46,364.805.1924,angela75@example.net,89878 Jones Harbors,Lovefurt,Georgia,Mexico,Online,False,2005-08-08,True,2020-10-23
377,CUST-100377,Joseph Pittman,Male,1966-06-19,59,+1-645-737-7597x6612,karen03@example.net,1828 White Orchard,Emilyberg,California,United Kingdom,Online,True,1999-06-30,False,2020-03-04
378,CUST-100378,David Owens,Male,1994-12-25,31,8259731151,derek29@example.com,240 Sandra Path Apt. 724,East Alexanderstad,Iowa,Montserrat,Online,True,2023-05-17,False,2024-06-06
379,CUST-100379,Michael Robinson,Male,1997-03-17,28,294.588.7711,khopkins@example.org,357 Eric Burg Suite 607,New Heatherton,Connecticut,North Macedonia,Online,False,2024-05-16,False,2025-02-02
380,CUST-100380,Devon Lopez,Male,1963-12-29,62,7729372681,charlesrios@example.net,480 Townsend River,Clarkport,Pennsylvania,Italy,Wholesale,False,1999-05-20,True,2012-06-05
381,CUST-100381,Keith Patterson,Male,1976-01-22,49,782-359-9562,ygarcia@example.org,95411 Woods Dale Apt. 376,South Davidchester,Indiana,Wallis and Futuna,Online,True,2022-01-26,True,2022-04-04
382,CUST-100382,Patricia Harvey,Female,2001-09-10,24,868-555-3314,jonathan58@example.net,948 Amber Ville,Williamsland,Georgia,Palestinian Territory,Wholesale,False,2019-12-11,True,2020-01-12
383,CUST-100383,Jason Melton,Male,2006-10-05,19,944.355.5597x3827,michael14@example.net,21951 Crystal Viaduct,West Monica,New York,Serbia,Online,False,2025-03-27,False,2025-05-04
384,CUST-100384,Aaron Young,Male,1980-01-14,45,799-596-1474,coxnichole@example.net,20123 Rose Union,West Josephview,Missouri,Hong Kong,Wholesale,False,2015-01-01,False,2015-05-04
385,CUST-100385,Ariel Payne,Female,1959-03-02,66,7293470008,lopezsara@example.com,15445 Roger Islands,West Jameschester,Tennessee,Uruguay,Retail,True,1987-09-30,False,2013-01-06
386,CUST-100386,Gregory Ortega,Male,2004-05-20,21,(328)960-7725x77360,dawsonmichael@example.net,03313 Amber Knoll Apt. 741,Ryanville,Iowa,Belize,Online,False,2023-10-02,False,2024-12-24
387,CUST-100387,Brooke Erickson,Female,1996-05-12,29,780-446-9120x6278,michael32@example.com,510 Anderson Parkway Suite 518,South Richard,New Hampshire,Brazil,Wholesale,False,2017-01-05,False,2021-01-19
388,CUST-100388,Michael Walsh,Male,1979-02-04,46,517-994-3816x44209,hortonlauren@example.net,52912 Billy Villages,Jessicastad,California,Oman,Online,False,2014-11-10,False,2016-04-05
389,CUST-100389,Ashley Cox,Female,1986-08-03,39,+1-911-606-1161x843,barnesbrian@example.net,310 Brown Canyon Apt. 424,Morrisbury,Alabama,Bahrain,Retail,True,2013-09-19,True,2019-06-30
390,CUST-100390,Timothy Blackburn,Male,1965-02-06,60,001-641-533-0069x7527,itate@example.com,4813 Hicks Valleys Apt. 386,West Francisco,Virginia,Heard Island and McDonald Islands,Wholesale,False,2008-10-17,True,2025-04-30
391,CUST-100391,Shannon Williams MD,Female,1995-01-23,30,(348)339-3577x766,tshaw@example.net,8590 Samuel Turnpike Apt. 285,New Rachelville,South Dakota,Fiji,Retail,True,2015-03-01,True,2016-04-25
392,CUST-100392,Jonathan Cook,Male,1997-01-01,28,+1-497-586-6648x43833,kimberly36@example.com,8456 Jackson Falls,Amandachester,Oregon,Malawi,Online,False,2020-03-22,True,2021-06-13
393,CUST-100393,Nicholas Mcdonald,Male,1998-04-28,27,(450)893-1193x591,snyderkaren@example.net,66723 Kyle Cape Suite 400,East Lisa,New Mexico,South Africa,Online,True,2022-11-27,True,2024-12-28
394,CUST-100394,John Patel,Male,1985-09-16,40,4203191794,robertmontgomery@example.org,99266 Gregory Squares Suite 637,Amandaside,Massachusetts,Fiji,Wholesale,False,2011-12-13,True,2017-08-19
395,CUST-100395,Tara Phillips MD,Female,1975-12-22,50,255.977.7261x0405,janetoliver@example.net,39273 Stacy Square Apt. 936,East Joseph,Connecticut,Nauru,Wholesale,False,2009-09-08,True,2023-02-25
396,CUST-100396,Gabriel Lopez,Male,1959-11-30,66,+1-699-347-5248x27045,lopezpaul@example.com,3303 Alison Lake,North Nicolemouth,South Dakota,Isle of Man,Wholesale,False,2010-03-06,True,2018-01-15
397,CUST-100397,Tonya Velasquez,Female,1966-08-12,59,001-286-997-6795x6803,hopkinsmichael@example.net,352 Amber Groves Apt. 081,West Tricia,Virginia,Saint Helena,Retail,False,1991-09-07,False,2011-05-28
398,CUST-100398,Neil Perez,Male,1966-06-06,59,883.688.2192x24112,woodamy@example.org,279 Williams Park,Williamhaven,Washington,Taiwan,Wholesale,True,1991-11-24,False,2014-02-06
399,CUST-100399,Maria Sims,Female,1991-07-16,34,001-455-876-2953x4067,callahanteresa@example.org,593 Butler Branch Suite 064,Hamiltonmouth,Oregon,Suriname,Retail,True,2015-09-18,False,2017-01-03
400,CUST-100400,Christopher Reid,Male,1960-05-12,65,872.718.9971,walkermiranda@example.net,513 Bernard Loaf,Snyderhaven,California,Papua New Guinea,Retail,False,2005-04-17,False,2023-01-09
